Time(s),CMx(mm),CMy(mm)
0.0,31.783199999999997,15.891599999999999
0.008333333333333333,31.783199999999997,15.891599999999999
0.016666666666666666,32.2506,16.358999999999998
0.025,32.2506,16.358999999999998
0.03333333333333333,31.783199999999997,16.358999999999998
0.041666666666666664,32.2506,16.358999999999998
0.05,32.2506,16.8264
0.058333333333333334,31.783199999999997,16.358999999999998
0.06666666666666667,32.2506,16.8264
0.075,31.783199999999997,16.8264
0.08333333333333333,32.2506,16.8264
0.09166666666666666,32.2506,16.8264
0.1,32.2506,17.2938
0.10833333333333334,32.2506,17.2938
0.11666666666666667,31.783199999999997,16.8264
0.125,31.3158,16.8264
0.13333333333333333,29.446199999999997,16.8264
0.14166666666666666,28.044,16.8264
0.15,27.109199999999998,17.2938
0.15833333333333333,26.1744,17.7612
0.16666666666666666,24.772199999999998,18.2286
0.175,23.369999999999997,18.695999999999998
0.18333333333333332,22.4352,18.695999999999998
0.19166666666666665,21.5004,19.1634
0.2,20.0982,19.6308
0.20833333333333334,19.1634,20.0982
0.21666666666666667,18.2286,20.5656
0.225,17.7612,20.5656
0.23333333333333334,16.8264,20.5656
0.24166666666666667,16.358999999999998,20.5656
0.25,15.424199999999999,20.5656
0.2583333333333333,14.9568,20.5656
0.26666666666666666,14.4894,20.5656
0.275,14.022,21.032999999999998
0.2833333333333333,13.554599999999999,20.5656
0.2916666666666667,14.022,20.5656
0.3,14.022,20.5656
0.30833333333333335,14.022,20.5656
0.31666666666666665,14.022,20.0982
0.325,14.022,20.0982
0.3333333333333333,14.4894,20.0982
0.3416666666666667,14.4894,20.0982
0.35,14.4894,20.0982
0.35833333333333334,14.4894,20.0982
0.36666666666666664,14.9568,20.5656
0.375,14.9568,20.5656
0.3833333333333333,14.9568,21.032999999999998
0.39166666666666666,15.424199999999999,21.032999999999998
0.4,14.9568,21.032999999999998
0.4083333333333333,14.9568,21.5004
0.4166666666666667,14.9568,21.5004
0.425,14.9568,21.9678
0.43333333333333335,14.9568,21.9678
0.44166666666666665,14.9568,21.9678
0.45,14.9568,22.4352
0.4583333333333333,14.9568,22.4352
0.4666666666666667,14.4894,22.4352
0.475,14.4894,22.4352
0.48333333333333334,14.4894,22.4352
0.49166666666666664,14.4894,21.9678
0.5,14.4894,21.9678
0.5083333333333333,14.4894,21.9678
0.5166666666666666,14.4894,21.9678
0.525,14.4894,21.5004
0.5333333333333333,14.4894,21.5004
0.5416666666666666,14.4894,21.032999999999998
0.55,14.4894,20.5656
0.5583333333333333,14.9568,21.032999999999998
0.5666666666666667,14.9568,20.5656
0.575,14.9568,20.0982
0.5833333333333334,14.9568,20.0982
0.5916666666666667,14.9568,19.6308
0.6,14.9568,19.6308
0.6083333333333333,14.9568,19.1634
0.6166666666666667,14.9568,19.6308
0.625,14.9568,19.1634
0.6333333333333333,14.9568,19.1634
0.6416666666666666,14.9568,19.6308
0.65,14.9568,19.6308
0.6583333333333333,14.9568,19.6308
0.6666666666666666,14.4894,19.1634
0.675,14.4894,19.1634
0.6833333333333333,14.4894,19.1634
0.6916666666666667,14.4894,19.1634
0.7,14.4894,19.1634
0.7083333333333334,14.4894,19.1634
0.7166666666666667,14.4894,19.6308
0.725,14.4894,19.6308
0.7333333333333333,14.4894,19.6308
0.7416666666666667,14.4894,19.6308
0.75,14.4894,19.6308
0.7583333333333333,14.4894,19.6308
0.7666666666666666,14.4894,20.0982
0.775,14.4894,20.5656
0.7833333333333333,14.4894,20.5656
0.7916666666666666,14.4894,20.5656
0.8,14.4894,20.0982
0.8083333333333333,14.4894,20.5656
0.8166666666666667,14.4894,20.5656
0.825,14.4894,21.032999999999998
0.8333333333333334,14.4894,21.032999999999998
0.8416666666666667,14.9568,21.032999999999998
0.85,14.4894,21.032999999999998
0.8583333333333333,14.9568,21.032999999999998
0.8666666666666667,14.9568,21.032999999999998
0.875,14.9568,21.032999999999998
0.8833333333333333,14.9568,21.032999999999998
0.8916666666666666,14.9568,21.032999999999998
0.9,14.9568,21.032999999999998
0.9083333333333333,14.4894,20.5656
0.9166666666666666,14.9568,20.5656
0.9249999999999999,14.4894,20.5656
0.9333333333333333,14.4894,20.5656
0.9416666666666667,14.4894,20.5656
0.95,14.4894,20.0982
0.9583333333333334,14.4894,20.0982
0.9666666666666667,14.4894,19.6308
0.975,14.4894,19.6308
0.9833333333333333,14.4894,19.6308
0.9916666666666667,14.4894,19.1634
1.0,14.022,19.1634
1.0083333333333333,14.4894,18.695999999999998
1.0166666666666666,14.022,18.695999999999998
1.025,14.4894,18.2286
1.0333333333333332,14.4894,18.2286
1.0416666666666667,14.022,18.2286
1.05,14.022,17.7612
1.0583333333333333,14.022,17.7612
1.0666666666666667,14.022,17.7612
1.075,14.022,17.7612
1.0833333333333333,14.022,17.7612
1.0916666666666666,14.022,17.2938
1.1,14.022,17.7612
1.1083333333333334,14.022,17.2938
1.1166666666666667,14.022,17.7612
1.125,14.4894,17.7612
1.1333333333333333,14.4894,17.7612
1.1416666666666666,14.022,18.2286
1.15,14.022,18.2286
1.1583333333333332,14.022,18.695999999999998
1.1666666666666667,14.022,18.695999999999998
1.175,14.4894,19.1634
1.1833333333333333,14.022,19.6308
1.1916666666666667,14.022,20.0982
1.2,14.022,20.0982
1.2083333333333333,14.4894,20.5656
1.2166666666666666,14.022,21.032999999999998
1.225,14.022,21.5004
1.2333333333333334,14.022,21.032999999999998
1.2416666666666667,14.4894,21.5004
1.25,14.022,21.9678
1.2583333333333333,14.4894,22.4352
1.2666666666666666,14.4894,22.4352
1.275,14.4894,22.4352
1.2833333333333332,14.4894,22.4352
1.2916666666666667,14.9568,22.4352
1.3,14.4894,21.9678
1.3083333333333333,14.4894,21.9678
1.3166666666666667,14.9568,21.5004
1.325,14.9568,21.5004
1.3333333333333333,14.9568,21.5004
1.3416666666666666,14.9568,21.032999999999998
1.35,14.9568,20.5656
1.3583333333333334,14.4894,20.5656
1.3666666666666667,14.4894,20.0982
1.375,14.4894,20.0982
1.3833333333333333,14.4894,19.6308
1.3916666666666666,14.4894,19.1634
1.4,14.4894,18.695999999999998
1.4083333333333332,14.4894,19.1634
1.4166666666666667,14.4894,18.695999999999998
1.425,14.4894,18.695999999999998
1.4333333333333333,14.022,18.2286
1.4416666666666667,14.022,18.2286
1.45,14.4894,18.2286
1.4583333333333333,14.4894,17.7612
1.4666666666666666,14.4894,17.7612
1.475,14.4894,17.7612
1.4833333333333334,14.4894,17.7612
1.4916666666666667,14.4894,17.7612
1.5,14.4894,17.7612
1.5083333333333333,14.9568,17.7612
1.5166666666666666,14.4894,17.7612
1.525,14.4894,17.7612
1.5333333333333332,14.9568,17.7612
1.5416666666666667,14.9568,18.2286
1.55,14.4894,18.2286
1.5583333333333333,14.4894,18.2286
1.5666666666666667,14.4894,18.2286
1.575,14.4894,18.2286
1.5833333333333333,14.4894,18.695999999999998
1.5916666666666666,14.4894,18.695999999999998
1.6,14.4894,19.1634
1.6083333333333334,14.4894,19.1634
1.6166666666666667,14.4894,19.6308
1.625,14.022,20.0982
1.6333333333333333,14.022,20.0982
