Time(s),CMx(mm),CMy(mm)
0.0,18.872,37.744
0.008333333333333333,18.872,37.744
0.016666666666666666,18.400199999999998,37.744
0.025,18.400199999999998,37.744
0.03333333333333333,18.400199999999998,37.744
0.041666666666666664,18.400199999999998,37.744
0.05,18.400199999999998,38.2158
0.058333333333333334,18.400199999999998,38.2158
0.06666666666666667,17.9284,38.2158
0.075,17.9284,38.2158
0.08333333333333333,17.9284,38.2158
0.09166666666666666,17.9284,38.2158
0.1,17.9284,38.6876
0.10833333333333334,17.4566,38.6876
0.11666666666666667,17.4566,38.6876
0.125,17.4566,38.6876
0.13333333333333333,17.4566,38.6876
0.14166666666666666,17.4566,38.6876
0.15,16.9848,38.6876
0.15833333333333333,16.9848,38.2158
0.16666666666666666,16.9848,38.6876
0.175,16.512999999999998,38.6876
0.18333333333333332,16.512999999999998,38.6876
0.19166666666666665,16.512999999999998,38.6876
0.2,16.512999999999998,38.6876
0.20833333333333334,16.512999999999998,38.6876
0.21666666666666667,16.0412,38.2158
0.225,16.0412,38.2158
0.23333333333333334,15.5694,38.2158
0.24166666666666667,15.5694,38.2158
0.25,15.5694,38.2158
0.2583333333333333,15.5694,38.2158
0.26666666666666666,15.5694,38.2158
0.275,15.5694,38.2158
0.2833333333333333,15.5694,38.2158
0.2916666666666667,15.5694,38.2158
0.3,15.5694,38.2158
0.30833333333333335,15.5694,38.2158
0.31666666666666665,15.5694,38.2158
0.325,15.5694,38.2158
0.3333333333333333,15.0976,37.744
0.3416666666666667,15.0976,37.744
0.35,15.0976,37.2722
0.35833333333333334,14.6258,37.2722
0.36666666666666664,15.0976,37.2722
0.375,14.6258,36.800399999999996
0.3833333333333333,14.6258,36.800399999999996
0.39166666666666666,14.6258,36.800399999999996
0.4,14.6258,36.800399999999996
0.4083333333333333,14.154,36.3286
0.4166666666666667,14.6258,36.3286
0.425,14.154,36.3286
0.43333333333333335,14.154,36.3286
0.44166666666666665,14.154,36.3286
0.45,14.154,36.3286
0.4583333333333333,14.154,36.3286
0.4666666666666667,13.6822,35.8568
0.475,13.6822,36.3286
0.48333333333333334,13.6822,35.8568
0.49166666666666664,13.2104,35.8568
0.5,13.2104,35.8568
0.5083333333333333,13.2104,35.8568
0.5166666666666666,13.2104,35.8568
0.525,12.7386,35.8568
0.5333333333333333,12.7386,35.385
0.5416666666666666,12.7386,35.385
0.55,12.7386,35.385
0.5583333333333333,12.7386,35.385
0.5666666666666667,12.2668,35.385
0.575,12.2668,34.9132
0.5833333333333334,12.2668,34.9132
0.5916666666666667,12.2668,34.9132
0.6,12.2668,34.4414
0.6083333333333333,12.2668,34.4414
0.6166666666666667,12.2668,34.4414
0.625,11.795,34.4414
0.6333333333333333,11.795,34.4414
0.6416666666666666,11.795,33.9696
0.65,12.2668,33.9696
0.6583333333333333,11.795,33.9696
0.6666666666666666,11.795,33.9696
0.675,11.795,33.4978
0.6833333333333333,12.2668,33.4978
0.6916666666666667,12.2668,33.025999999999996
0.7,12.2668,33.025999999999996
0.7083333333333334,12.2668,33.025999999999996
0.7166666666666667,12.2668,33.025999999999996
0.725,11.795,33.025999999999996
0.7333333333333333,12.2668,32.5542
0.7416666666666667,12.7386,32.5542
0.75,12.2668,32.5542
0.7583333333333333,12.2668,32.0824
0.7666666666666666,11.795,32.0824
0.775,12.2668,31.610599999999998
0.7833333333333333,11.795,31.610599999999998
0.7916666666666666,11.795,31.610599999999998
0.8,12.2668,31.610599999999998
0.8083333333333333,11.795,31.610599999999998
0.8166666666666667,12.2668,31.610599999999998
0.825,12.2668,31.610599999999998
0.8333333333333334,11.795,31.1388
0.8416666666666667,12.2668,31.1388
0.85,11.795,31.1388
0.8583333333333333,12.2668,31.1388
0.8666666666666667,12.2668,31.610599999999998
0.875,12.2668,31.1388
0.8833333333333333,12.2668,31.1388
0.8916666666666666,12.2668,31.1388
0.9,12.2668,31.1388
0.9083333333333333,12.2668,31.1388
0.9166666666666666,11.795,31.1388
0.9249999999999999,11.795,31.1388
0.9333333333333333,11.795,31.1388
0.9416666666666667,11.795,31.1388
0.95,11.795,31.1388
0.9583333333333334,11.795,31.1388
0.9666666666666667,11.3232,31.1388
0.975,11.795,31.1388
0.9833333333333333,11.795,31.1388
0.9916666666666667,11.795,31.1388
1.0,11.3232,31.1388
1.0083333333333333,11.795,31.1388
1.0166666666666666,11.795,31.1388
1.025,11.3232,31.1388
1.0333333333333332,11.3232,31.1388
1.0416666666666667,11.795,31.1388
1.05,11.795,31.1388
1.0583333333333333,11.795,31.1388
1.0666666666666667,11.795,31.1388
1.075,11.795,31.1388
1.0833333333333333,11.795,31.1388
1.0916666666666666,11.795,31.1388
1.1,11.795,31.1388
1.1083333333333334,11.795,31.1388
1.1166666666666667,11.3232,31.1388
1.125,11.3232,31.1388
1.1333333333333333,11.3232,31.1388
1.1416666666666666,11.795,31.1388
1.15,11.3232,31.1388
1.1583333333333332,11.795,31.1388
1.1666666666666667,11.795,31.1388
1.175,11.795,31.1388
1.1833333333333333,11.795,31.1388
1.1916666666666667,11.3232,31.1388
1.2,11.795,31.1388
1.2083333333333333,11.795,31.1388
1.2166666666666666,11.795,31.1388
1.225,11.3232,31.1388
1.2333333333333334,11.3232,31.1388
1.2416666666666667,11.3232,31.610599999999998
1.25,11.3232,31.1388
1.2583333333333333,11.3232,31.1388
1.2666666666666666,10.8514,31.1388
1.275,10.8514,31.1388
1.2833333333333332,10.8514,31.1388
1.2916666666666667,10.8514,31.1388
1.3,10.8514,31.1388
1.3083333333333333,10.8514,31.1388
